move,skill,turn,color,match,piece_that_take,piece_taken,check,player
e4,=,1,W,1,0,0,0,Hikaru Nakamura
e5,=,1,B,1,0,0,0,Magnus Carlsen
Nf3,=,2,W,1,0,0,0,Hikaru Nakamura
Nc6,=,2,B,1,0,0,0,Magnus Carlsen
d4,=,3,W,1,0,0,0,Hikaru Nakamura
exd4,=,3,B,1,p,p,0,Magnus Carlsen
Nxd4,=,4,W,1,N,p,0,Hikaru Nakamura
Nf6,=,4,B,1,0,0,0,Magnus Carlsen
Nc3,=,5,W,1,0,0,0,Hikaru Nakamura
Bb4,=,5,B,1,0,0,0,Magnus Carlsen
Nxc6,=,6,W,1,N,N,0,Hikaru Nakamura
bxc6,=,6,B,1,p,N,0,Magnus Carlsen
Bd3,=,7,W,1,0,0,0,Hikaru Nakamura
O-O,=,7,B,1,0,0,0,Magnus Carlsen
O-O,=,8,W,1,0,0,0,Hikaru Nakamura
d5,=,8,B,1,0,0,0,Magnus Carlsen
exd5,=,9,W,1,p,p,0,Hikaru Nakamura
Bg4,=,9,B,1,0,0,0,Magnus Carlsen
f3,=,10,W,1,0,0,0,Hikaru Nakamura
Bh5,#5c8bb0,10,B,1,0,0,0,Magnus Carlsen
dxc6,=,11,W,1,p,p,0,Hikaru Nakamura
Qd4+,#5c8bb0,11,B,1,0,0,1,Magnus Carlsen
Kh1,=,12,W,1,0,0,0,Hikaru Nakamura
Bxc3,=,12,B,1,B,N,0,Magnus Carlsen
bxc3,=,13,W,1,p,B,0,Hikaru Nakamura
Qxc3,=,13,B,1,Q,p,0,Magnus Carlsen
Rb1,=,14,W,1,0,0,0,Hikaru Nakamura
Qxc6,=,14,B,1,Q,p,0,Magnus Carlsen
Bb2,=,15,W,1,0,0,0,Hikaru Nakamura
Bg6,=,15,B,1,0,0,0,Magnus Carlsen
Bxg6,=,16,W,1,B,B,0,Hikaru Nakamura
hxg6,=,16,B,1,p,B,0,Magnus Carlsen
Qd3,=,17,W,1,0,0,0,Hikaru Nakamura
Rfd8,=,17,B,1,0,0,0,Magnus Carlsen
Qc3,=,18,W,1,0,0,0,Hikaru Nakamura
Qxc3,=,18,B,1,Q,Q,0,Magnus Carlsen
Bxc3,=,19,W,1,B,Q,0,Hikaru Nakamura
Nd5,=,19,B,1,0,0,0,Magnus Carlsen
Ba5,=,20,W,1,0,0,0,Hikaru Nakamura
Ne3,=,20,B,1,0,0,0,Magnus Carlsen
Rfe1,=,21,W,1,0,0,0,Hikaru Nakamura
Nxc2,=,21,B,1,N,p,0,Magnus Carlsen
Rec1,=,22,W,1,0,0,0,Hikaru Nakamura
Ne3,=,22,B,1,0,0,0,Magnus Carlsen
Rxc7,=,23,W,1,R,p,0,Hikaru Nakamura
Rab8,=,23,B,1,0,0,0,Magnus Carlsen
Rg1,=,24,W,1,0,0,0,Hikaru Nakamura
a6,=,24,B,1,0,0,0,Magnus Carlsen
Re7,=,25,W,1,0,0,0,Hikaru Nakamura
Re8,#e6912c,25,B,1,0,0,0,Magnus Carlsen
Rxe8+,=,26,W,1,R,R,1,Hikaru Nakamura
Rxe8,=,26,B,1,R,R,0,Magnus Carlsen
Re1,#5c8bb0,27,W,1,0,0,0,Hikaru Nakamura
Re6,=,27,B,1,0,0,0,Magnus Carlsen
Kg1,=,28,W,1,0,0,0,Hikaru Nakamura
Re7,#e6912c,28,B,1,0,0,0,Magnus Carlsen
Bb4,#ee6b55,29,W,1,0,0,0,Hikaru Nakamura
Rb7,#5c8bb0,29,B,1,0,0,0,Magnus Carlsen
Rxe3,=,30,W,1,R,N,0,Hikaru Nakamura
Rxb4,=,30,B,1,R,B,0,Magnus Carlsen
Re8+,=,31,W,1,0,0,1,Hikaru Nakamura
Kh7,=,31,B,1,0,0,0,Magnus Carlsen
Re4,=,32,W,1,0,0,0,Hikaru Nakamura
Rb1+,=,32,B,1,0,0,1,Magnus Carlsen
Kf2,=,33,W,1,0,0,0,Hikaru Nakamura
Rb2+,=,33,B,1,0,0,1,Magnus Carlsen
Re2,=,34,W,1,0,0,0,Hikaru Nakamura
Rb4,=,34,B,1,0,0,0,Magnus Carlsen
Kg3,=,35,W,1,0,0,0,Hikaru Nakamura
Ra4,=,35,B,1,0,0,0,Magnus Carlsen
Rd2,=,36,W,1,0,0,0,Hikaru Nakamura
g5,=,36,B,1,0,0,0,Magnus Carlsen
Rc2,=,37,W,1,0,0,0,Hikaru Nakamura
f6,=,37,B,1,0,0,0,Magnus Carlsen
Kh3,=,38,W,1,0,0,0,Hikaru Nakamura
Kg6,=,38,B,1,0,0,0,Magnus Carlsen
g3,=,39,W,1,0,0,0,Hikaru Nakamura
Kh6,=,39,B,1,0,0,0,Magnus Carlsen
Kg2,=,40,W,1,0,0,0,Hikaru Nakamura
Kg6,=,40,B,1,0,0,0,Magnus Carlsen
Rd2,=,41,W,1,0,0,0,Hikaru Nakamura
Kh6,=,41,B,1,0,0,0,Magnus Carlsen
Rc2,=,42,W,1,0,0,0,Hikaru Nakamura
Kg6,=,42,B,1,0,0,0,Magnus Carlsen
Rd2,=,43,W,1,0,0,0,Hikaru Nakamura
Kh6,=,43,B,1,0,0,0,Magnus Carlsen
Rc2,=,44,W,1,0,0,0,Hikaru Nakamura
e4,=,1,W,2,0,0,0,Magnus Carlsen
d6,=,1,B,2,0,0,0,Hikaru Nakamura
Nf3,=,2,W,2,0,0,0,Magnus Carlsen
g6,=,2,B,2,0,0,0,Hikaru Nakamura
d4,=,3,W,2,0,0,0,Magnus Carlsen
Bg7,=,3,B,2,0,0,0,Hikaru Nakamura
Bd3,=,4,W,2,0,0,0,Magnus Carlsen
Nf6,=,4,B,2,0,0,0,Hikaru Nakamura
O-O,=,5,W,2,0,0,0,Magnus Carlsen
Nbd7,=,5,B,2,0,0,0,Hikaru Nakamura
Re1,=,6,W,2,0,0,0,Magnus Carlsen
e5,=,6,B,2,0,0,0,Hikaru Nakamura
c3,=,7,W,2,0,0,0,Magnus Carlsen
O-O,=,7,B,2,0,0,0,Hikaru Nakamura
h3,=,8,W,2,0,0,0,Magnus Carlsen
Re8,=,8,B,2,0,0,0,Hikaru Nakamura
Nbd2,=,9,W,2,0,0,0,Magnus Carlsen
b6,=,9,B,2,0,0,0,Hikaru Nakamura
Nf1,=,10,W,2,0,0,0,Magnus Carlsen
Bb7,=,10,B,2,0,0,0,Hikaru Nakamura
Ng3,=,11,W,2,0,0,0,Magnus Carlsen
exd4,#e6912c,11,B,2,p,p,0,Hikaru Nakamura
cxd4,=,12,W,2,p,p,0,Magnus Carlsen
c5,=,12,B,2,0,0,0,Hikaru Nakamura
d5,#5c8bb0,13,W,2,0,0,0,Magnus Carlsen
a6,#e6912c,13,B,2,0,0,0,Hikaru Nakamura
a4,=,14,W,2,0,0,0,Magnus Carlsen
Rc8,=,14,B,2,0,0,0,Hikaru Nakamura
Bf4,=,15,W,2,0,0,0,Magnus Carlsen
c4,=,15,B,2,0,0,0,Hikaru Nakamura
Bc2,=,16,W,2,0,0,0,Magnus Carlsen
Nc5,=,16,B,2,0,0,0,Hikaru Nakamura
Qd2,=,17,W,2,0,0,0,Magnus Carlsen
b5,=,17,B,2,0,0,0,Hikaru Nakamura
axb5,=,18,W,2,p,p,0,Magnus Carlsen
axb5,=,18,B,2,p,p,0,Hikaru Nakamura
Nd4,#e6912c,19,W,2,0,0,0,Magnus Carlsen
Qb6,#5c8bb0,19,B,2,0,0,0,Hikaru Nakamura
Ngf5,#b33430,20,W,2,0,0,0,Magnus Carlsen
Nfxe4,=,20,B,2,N,p,0,Hikaru Nakamura
Qe3,=,21,W,2,0,0,0,Magnus Carlsen
gxf5,#ee6b55,21,B,2,p,N,0,Hikaru Nakamura
Nxf5,=,22,W,2,N,p,0,Magnus Carlsen
Bxb2,=,22,B,2,B,p,0,Hikaru Nakamura
Bxe4,=,23,W,2,B,N,0,Magnus Carlsen
Rxe4,=,23,B,2,R,B,0,Hikaru Nakamura
Qg3+,#5c8bb0,24,W,2,0,0,1,Magnus Carlsen
Kh8,#5c8bb0,24,B,2,0,0,0,Hikaru Nakamura
Nxd6,=,25,W,2,N,p,0,Magnus Carlsen
Rf8,=,25,B,2,0,0,0,Hikaru Nakamura
Nxe4,=,26,W,2,N,R,0,Magnus Carlsen
Nxe4,=,26,B,2,N,N,0,Hikaru Nakamura
Be5+,#e6912c,27,W,2,0,0,1,Magnus Carlsen
f6,#5c8bb0,27,B,2,0,0,0,Hikaru Nakamura
Rxe4,=,28,W,2,R,N,0,Magnus Carlsen
Bxe5,=,28,B,2,B,B,0,Hikaru Nakamura
Rxe5,=,29,W,2,R,B,0,Magnus Carlsen
fxe5,=,29,B,2,p,R,0,Hikaru Nakamura
Rb1,=,30,W,2,0,0,0,Magnus Carlsen
Qd4,=,30,B,2,0,0,0,Hikaru Nakamura
Rxb5,=,31,W,2,R,p,0,Magnus Carlsen
Bxd5,=,31,B,2,B,p,0,Hikaru Nakamura
Kh2,=,32,W,2,0,0,0,Magnus Carlsen
c3,=,32,B,2,0,0,0,Hikaru Nakamura
Ra5,=,33,W,2,0,0,0,Magnus Carlsen
c2,=,33,B,2,0,0,0,Hikaru Nakamura
Ra4,=,34,W,2,0,0,0,Magnus Carlsen
c1=Q,=,34,B,2,0,0,0,Hikaru Nakamura
Rxd4,=,35,W,2,R,Q,0,Magnus Carlsen
exd4,=,35,B,2,p,R,0,Hikaru Nakamura
Qe5+,=,36,W,2,0,0,1,Magnus Carlsen
Kg8,=,36,B,2,0,0,0,Hikaru Nakamura
Qxd5+,=,37,W,2,Q,B,1,Magnus Carlsen
Rf7,=,37,B,2,0,0,0,Hikaru Nakamura
Qd8+,=,38,W,2,0,0,1,Magnus Carlsen
Kg7,=,38,B,2,0,0,0,Hikaru Nakamura
Qxd4+,=,39,W,2,Q,p,1,Magnus Carlsen
Rf6,=,39,B,2,0,0,0,Hikaru Nakamura
Qd7+,=,40,W,2,0,0,1,Magnus Carlsen
Kh6,=,40,B,2,0,0,0,Hikaru Nakamura
Qa7,=,41,W,2,0,0,0,Magnus Carlsen
Qf4+,=,41,B,2,0,0,1,Hikaru Nakamura
Kg1,=,42,W,2,0,0,0,Magnus Carlsen
Rc6,=,42,B,2,0,0,0,Hikaru Nakamura
g3,=,43,W,2,0,0,0,Magnus Carlsen
Qf3,=,43,B,2,0,0,0,Hikaru Nakamura
Kh2,=,44,W,2,0,0,0,Magnus Carlsen
Rf6,=,44,B,2,0,0,0,Hikaru Nakamura
Kg1,=,45,W,2,0,0,0,Magnus Carlsen
Re6,=,45,B,2,0,0,0,Hikaru Nakamura
Kh2,=,46,W,2,0,0,0,Magnus Carlsen
Re2,=,46,B,2,0,0,0,Hikaru Nakamura
Qb6+,=,47,W,2,0,0,1,Magnus Carlsen
Kg7,=,47,B,2,0,0,0,Hikaru Nakamura
Qc7+,=,48,W,2,0,0,1,Magnus Carlsen
Kf6,=,48,B,2,0,0,0,Hikaru Nakamura
Qd6+,=,49,W,2,0,0,1,Magnus Carlsen
Kg7,=,49,B,2,0,0,0,Hikaru Nakamura
Qd7+,=,50,W,2,0,0,1,Magnus Carlsen
Kg6,=,50,B,2,0,0,0,Hikaru Nakamura
Qd6+,=,51,W,2,0,0,1,Magnus Carlsen
Kg7,=,51,B,2,0,0,0,Hikaru Nakamura
Qd7+,=,52,W,2,0,0,1,Magnus Carlsen
Kg6,=,52,B,2,0,0,0,Hikaru Nakamura
Qd6+,=,53,W,2,0,0,1,Magnus Carlsen
Kg7,#e6912c,53,B,2,0,0,0,Hikaru Nakamura
e4,=,1,W,3,0,0,0,Hikaru Nakamura
d5,=,1,B,3,0,0,0,Magnus Carlsen
Nc3,=,2,W,3,0,0,0,Hikaru Nakamura
dxe4,=,2,B,3,p,p,0,Magnus Carlsen
Nxe4,=,3,W,3,N,p,0,Hikaru Nakamura
Nf6,=,3,B,3,0,0,0,Magnus Carlsen
Nxf6+,=,4,W,3,N,N,1,Hikaru Nakamura
exf6,=,4,B,3,p,N,0,Magnus Carlsen
g3,=,5,W,3,0,0,0,Hikaru Nakamura
Bd6,=,5,B,3,0,0,0,Magnus Carlsen
Bg2,=,6,W,3,0,0,0,Hikaru Nakamura
O-O,=,6,B,3,0,0,0,Magnus Carlsen
Ne2,=,7,W,3,0,0,0,Hikaru Nakamura
Re8,=,7,B,3,0,0,0,Magnus Carlsen
O-O,=,8,W,3,0,0,0,Hikaru Nakamura
Nc6,=,8,B,3,0,0,0,Magnus Carlsen
h3,=,9,W,3,0,0,0,Hikaru Nakamura
Bf5,=,9,B,3,0,0,0,Magnus Carlsen
d3,=,10,W,3,0,0,0,Hikaru Nakamura
Qd7,=,10,B,3,0,0,0,Magnus Carlsen
g4,=,11,W,3,0,0,0,Hikaru Nakamura
Bg6,=,11,B,3,0,0,0,Magnus Carlsen
Nf4,=,12,W,3,0,0,0,Hikaru Nakamura
Bxf4,=,12,B,3,B,N,0,Magnus Carlsen
Bxf4,=,13,W,3,B,B,0,Hikaru Nakamura
Nd4,=,13,B,3,0,0,0,Magnus Carlsen
Be3,=,14,W,3,0,0,0,Hikaru Nakamura
c6,=,14,B,3,0,0,0,Magnus Carlsen
Re1,=,15,W,3,0,0,0,Hikaru Nakamura
f5,=,15,B,3,0,0,0,Magnus Carlsen
c3,=,16,W,3,0,0,0,Hikaru Nakamura
Ne6,=,16,B,3,0,0,0,Magnus Carlsen
d4,=,17,W,3,0,0,0,Hikaru Nakamura
f4,=,17,B,3,0,0,0,Magnus Carlsen
Bd2,=,18,W,3,0,0,0,Hikaru Nakamura
h6,=,18,B,3,0,0,0,Magnus Carlsen
Qf3,=,19,W,3,0,0,0,Hikaru Nakamura
Qd6,=,19,B,3,0,0,0,Magnus Carlsen
Re5,=,20,W,3,0,0,0,Hikaru Nakamura
Ng5,#b33430,20,B,3,0,0,0,Magnus Carlsen
Qxf4,=,21,W,3,Q,p,0,Hikaru Nakamura
Rxe5,#e6912c,21,B,3,R,R,0,Magnus Carlsen
Qxe5,=,22,W,3,Q,R,0,Hikaru Nakamura
Qxe5,=,22,B,3,Q,Q,0,Magnus Carlsen
dxe5,=,23,W,3,p,Q,0,Hikaru Nakamura
Ne4,=,23,B,3,0,0,0,Magnus Carlsen
Be3,=,24,W,3,0,0,0,Hikaru Nakamura
Rd8,=,24,B,3,0,0,0,Magnus Carlsen
f4,=,25,W,3,0,0,0,Hikaru Nakamura
f5,=,25,B,3,0,0,0,Magnus Carlsen
exf6,=,26,W,3,p,p,0,Hikaru Nakamura
Nxf6,=,26,B,3,N,p,0,Magnus Carlsen
f5,=,27,W,3,0,0,0,Hikaru Nakamura
Bf7,=,27,B,3,0,0,0,Magnus Carlsen
b3,#e6912c,28,W,3,0,0,0,Hikaru Nakamura
b6,#e6912c,28,B,3,0,0,0,Magnus Carlsen
c4,=,29,W,3,0,0,0,Hikaru Nakamura
c5,=,29,B,3,0,0,0,Magnus Carlsen
Re1,=,30,W,3,0,0,0,Hikaru Nakamura
Rd3,=,30,B,3,0,0,0,Magnus Carlsen
Kf2,=,31,W,3,0,0,0,Hikaru Nakamura
a5,=,31,B,3,0,0,0,Magnus Carlsen
Ke2,=,32,W,3,0,0,0,Hikaru Nakamura
Rd7,=,32,B,3,0,0,0,Magnus Carlsen
Rd1,=,33,W,3,0,0,0,Hikaru Nakamura
e4,=,1,W,4,0,0,0,Magnus Carlsen
d6,=,1,B,4,0,0,0,Hikaru Nakamura
d4,=,2,W,4,0,0,0,Magnus Carlsen
g6,=,2,B,4,0,0,0,Hikaru Nakamura
Nc3,=,3,W,4,0,0,0,Magnus Carlsen
Bg7,=,3,B,4,0,0,0,Hikaru Nakamura
Be3,=,4,W,4,0,0,0,Magnus Carlsen
Nf6,=,4,B,4,0,0,0,Hikaru Nakamura
f3,=,5,W,4,0,0,0,Magnus Carlsen
c6,=,5,B,4,0,0,0,Hikaru Nakamura
Qd2,=,6,W,4,0,0,0,Magnus Carlsen
b5,=,6,B,4,0,0,0,Hikaru Nakamura
Bd3,=,7,W,4,0,0,0,Magnus Carlsen
Nbd7,=,7,B,4,0,0,0,Hikaru Nakamura
Nh3,=,8,W,4,0,0,0,Magnus Carlsen
e5,=,8,B,4,0,0,0,Hikaru Nakamura
dxe5,=,9,W,4,p,p,0,Magnus Carlsen
dxe5,#e6912c,9,B,4,p,p,0,Hikaru Nakamura
Nf2,=,10,W,4,0,0,0,Magnus Carlsen
O-O,=,10,B,4,0,0,0,Hikaru Nakamura
a4,=,11,W,4,0,0,0,Magnus Carlsen
b4,=,11,B,4,0,0,0,Hikaru Nakamura
Ne2,=,12,W,4,0,0,0,Magnus Carlsen
a5,=,12,B,4,0,0,0,Hikaru Nakamura
O-O,=,13,W,4,0,0,0,Magnus Carlsen
Qe7,=,13,B,4,0,0,0,Hikaru Nakamura
Rfd1,=,14,W,4,0,0,0,Magnus Carlsen
Nc5,=,14,B,4,0,0,0,Hikaru Nakamura
Bc4,=,15,W,4,0,0,0,Magnus Carlsen
Nfd7,#e6912c,15,B,4,0,0,0,Hikaru Nakamura
Qd6,#5c8bb0,16,W,4,0,0,0,Magnus Carlsen
Qxd6,=,16,B,4,Q,Q,0,Hikaru Nakamura
Rxd6,=,17,W,4,R,Q,0,Magnus Carlsen
Re8,=,17,B,4,0,0,0,Hikaru Nakamura
Rxc6,=,18,W,4,R,p,0,Magnus Carlsen
Bf8,=,18,B,4,0,0,0,Hikaru Nakamura
Rd1,=,19,W,4,0,0,0,Magnus Carlsen
Nxa4,=,19,B,4,N,p,0,Hikaru Nakamura
Bb5,#e6912c,20,W,4,0,0,0,Magnus Carlsen
Nac5,#e6912c,20,B,4,0,0,0,Hikaru Nakamura
Bxc5,#ee6b55,21,W,4,B,N,0,Magnus Carlsen
Nxc5,=,21,B,4,N,B,0,Hikaru Nakamura
Rd5,#e6912c,22,W,4,0,0,0,Magnus Carlsen
Ne6,=,22,B,4,0,0,0,Hikaru Nakamura
b3,=,23,W,4,0,0,0,Magnus Carlsen
Bb7,#5c8bb0,23,B,4,0,0,0,Hikaru Nakamura
Rxe5,=,24,W,4,R,p,0,Magnus Carlsen
Reb8,=,24,B,4,0,0,0,Hikaru Nakamura
Rb6,=,25,W,4,0,0,0,Magnus Carlsen
Bc5,#ee6b55,25,B,4,0,0,0,Hikaru Nakamura
Rbxe6,#5c8bb0,26,W,4,R,N,0,Magnus Carlsen
Bxf2+,=,26,B,4,B,N,1,Hikaru Nakamura
Kxf2,=,27,W,4,K,B,0,Magnus Carlsen
fxe6,=,27,B,4,p,R,0,Hikaru Nakamura
Bc4,=,28,W,4,0,0,0,Magnus Carlsen
Bc8,=,28,B,4,0,0,0,Hikaru Nakamura
Nd4,=,29,W,4,0,0,0,Magnus Carlsen
Rb6,=,29,B,4,0,0,0,Hikaru Nakamura
Nxe6,=,30,W,4,N,p,0,Magnus Carlsen
Bxe6,=,30,B,4,B,N,0,Hikaru Nakamura
Bxe6+,=,31,W,4,B,B,1,Magnus Carlsen
Kg7,=,31,B,4,0,0,0,Hikaru Nakamura
Bc4,#5c8bb0,32,W,4,0,0,0,Magnus Carlsen
Ra7,=,32,B,4,0,0,0,Hikaru Nakamura
Ke3,=,33,W,4,0,0,0,Magnus Carlsen
Rc6,=,33,B,4,0,0,0,Hikaru Nakamura
Bd3,=,34,W,4,0,0,0,Magnus Carlsen
a4,#e6912c,34,B,4,0,0,0,Hikaru Nakamura
bxa4,#5c8bb0,35,W,4,p,p,0,Magnus Carlsen
Rxa4,=,35,B,4,R,p,0,Hikaru Nakamura
Rb5,=,36,W,4,0,0,0,Magnus Carlsen
Rc7,=,36,B,4,0,0,0,Hikaru Nakamura
f4,=,37,W,4,0,0,0,Magnus Carlsen
Rd7,#e6912c,37,B,4,0,0,0,Hikaru Nakamura
g4,=,38,W,4,0,0,0,Magnus Carlsen
Rc7,=,38,B,4,0,0,0,Hikaru Nakamura
h4,=,39,W,4,0,0,0,Magnus Carlsen
Ra3,=,39,B,4,0,0,0,Hikaru Nakamura
f5,#e6912c,40,W,4,0,0,0,Magnus Carlsen
Rxc2,=,40,B,4,R,p,0,Hikaru Nakamura
Rb7+,=,41,W,4,0,0,1,Magnus Carlsen
Kf6,#b33430,41,B,4,0,0,0,Hikaru Nakamura
Kd4,#5c8bb0,42,W,4,0,0,0,Magnus Carlsen
Rxd3+,=,42,B,4,R,B,1,Hikaru Nakamura
Kxd3,=,43,W,4,K,R,0,Magnus Carlsen
Rg2,=,43,B,4,0,0,0,Hikaru Nakamura
g5+,=,44,W,4,0,0,1,Magnus Carlsen
Ke5,=,44,B,4,0,0,0,Hikaru Nakamura
Re7+,=,45,W,4,0,0,1,Magnus Carlsen
Kd6,=,45,B,4,0,0,0,Hikaru Nakamura
f6,=,46,W,4,0,0,0,Magnus Carlsen
b3,=,46,B,4,0,0,0,Hikaru Nakamura
Rb7,=,47,W,4,0,0,0,Magnus Carlsen
b2,=,47,B,4,0,0,0,Hikaru Nakamura
Kc3,=,48,W,4,0,0,0,Magnus Carlsen
Rg4,=,48,B,4,0,0,0,Hikaru Nakamura
Rxb2,=,49,W,4,R,p,0,Magnus Carlsen
Rxe4,=,49,B,4,R,p,0,Hikaru Nakamura
Rb8,=,50,W,4,0,0,0,Magnus Carlsen
Rf4,=,50,B,4,0,0,0,Hikaru Nakamura
Rh8,=,51,W,4,0,0,0,Magnus Carlsen
Ke6,=,51,B,4,0,0,0,Hikaru Nakamura
Rxh7,=,52,W,4,R,p,0,Magnus Carlsen
Ra4,=,52,B,4,0,0,0,Hikaru Nakamura
Re7+,=,53,W,4,0,0,1,Magnus Carlsen
Kd5,=,53,B,4,0,0,0,Hikaru Nakamura
Rg7,=,54,W,4,0,0,0,Magnus Carlsen
Rxh4,=,54,B,4,R,p,0,Hikaru Nakamura
Rxg6,=,55,W,4,R,p,0,Magnus Carlsen
Rf4,=,55,B,4,0,0,0,Hikaru Nakamura
Rg8,=,56,W,4,0,0,0,Magnus Carlsen
Ke6,=,56,B,4,0,0,0,Hikaru Nakamura
Re8+,=,57,W,4,0,0,1,Magnus Carlsen
Kd6,=,57,B,4,0,0,0,Hikaru Nakamura
g6,=,58,W,4,0,0,0,Magnus Carlsen
Rf3+,=,58,B,4,0,0,1,Hikaru Nakamura
Kd4,=,59,W,4,0,0,0,Magnus Carlsen
Rxf6,=,59,B,4,R,p,0,Hikaru Nakamura
Ke3,#ee6b55,60,W,4,0,0,0,Magnus Carlsen
Rf4,#b33430,60,B,4,0,0,0,Hikaru Nakamura
Kxf4,=,61,W,4,K,R,0,Magnus Carlsen
Kd7,=,61,B,4,0,0,0,Hikaru Nakamura
Re5,=,62,W,4,0,0,0,Magnus Carlsen
e4,=,1,W,5,0,0,0,Hikaru Nakamura
e5,=,1,B,5,0,0,0,Magnus Carlsen
Nc3,=,2,W,5,0,0,0,Hikaru Nakamura
Nc6,=,2,B,5,0,0,0,Magnus Carlsen
Bc4,=,3,W,5,0,0,0,Hikaru Nakamura
Bc5,=,3,B,5,0,0,0,Magnus Carlsen
d3,=,4,W,5,0,0,0,Hikaru Nakamura
d6,=,4,B,5,0,0,0,Magnus Carlsen
Nf3,=,5,W,5,0,0,0,Hikaru Nakamura
Be6,=,5,B,5,0,0,0,Magnus Carlsen
Bb3,=,6,W,5,0,0,0,Hikaru Nakamura
Nf6,=,6,B,5,0,0,0,Magnus Carlsen
O-O,=,7,W,5,0,0,0,Hikaru Nakamura
h6,=,7,B,5,0,0,0,Magnus Carlsen
Be3,=,8,W,5,0,0,0,Hikaru Nakamura
Bxe3,=,8,B,5,B,B,0,Magnus Carlsen
fxe3,=,9,W,5,p,B,0,Hikaru Nakamura
Qd7,=,9,B,5,0,0,0,Magnus Carlsen
Nh4,=,10,W,5,0,0,0,Hikaru Nakamura
Ne7,=,10,B,5,0,0,0,Magnus Carlsen
Qf3,=,11,W,5,0,0,0,Hikaru Nakamura
c6,=,11,B,5,0,0,0,Magnus Carlsen
Qg3,=,12,W,5,0,0,0,Hikaru Nakamura
Nh5,=,12,B,5,0,0,0,Magnus Carlsen
Qf3,=,13,W,5,0,0,0,Hikaru Nakamura
Nf6,=,13,B,5,0,0,0,Magnus Carlsen
Qg3,=,14,W,5,0,0,0,Hikaru Nakamura
Nh5,=,14,B,5,0,0,0,Magnus Carlsen
Qf2,=,15,W,5,0,0,0,Hikaru Nakamura
Nf6,=,15,B,5,0,0,0,Magnus Carlsen
d4,=,16,W,5,0,0,0,Hikaru Nakamura
O-O,=,16,B,5,0,0,0,Magnus Carlsen
Rad1,=,17,W,5,0,0,0,Hikaru Nakamura
Qc7,=,17,B,5,0,0,0,Magnus Carlsen
Qg3,=,18,W,5,0,0,0,Hikaru Nakamura
Nh5,=,18,B,5,0,0,0,Magnus Carlsen
Qf3,=,19,W,5,0,0,0,Hikaru Nakamura
Nf6,#e6912c,19,B,5,0,0,0,Magnus Carlsen
Qg3,#ee6b55,20,W,5,0,0,0,Hikaru Nakamura
Nh5,=,20,B,5,0,0,0,Magnus Carlsen
Qf3,=,21,W,5,0,0,0,Hikaru Nakamura
Nf6,#e6912c,21,B,5,0,0,0,Magnus Carlsen
Bxe6,=,22,W,5,B,B,0,Hikaru Nakamura
fxe6,=,22,B,5,p,B,0,Magnus Carlsen
Qh3,=,23,W,5,0,0,0,Hikaru Nakamura
Qc8,=,23,B,5,0,0,0,Magnus Carlsen
dxe5,#5c8bb0,24,W,5,p,p,0,Hikaru Nakamura
dxe5,=,24,B,5,p,p,0,Magnus Carlsen
Nf3,=,25,W,5,0,0,0,Hikaru Nakamura
Ng6,=,25,B,5,0,0,0,Magnus Carlsen
Qg3,=,26,W,5,0,0,0,Hikaru Nakamura
Kh7,=,26,B,5,0,0,0,Magnus Carlsen
Nxe5,=,27,W,5,N,p,0,Hikaru Nakamura
Nxe5,=,27,B,5,N,N,0,Magnus Carlsen
Qxe5,=,28,W,5,Q,N,0,Hikaru Nakamura
Ng4,=,28,B,5,0,0,0,Magnus Carlsen
Qg3,=,29,W,5,0,0,0,Hikaru Nakamura
Rxf1+,=,29,B,5,R,B,1,Magnus Carlsen
Rxf1,=,30,W,5,R,R,0,Hikaru Nakamura
e5,=,30,B,5,0,0,0,Magnus Carlsen
h3,=,31,W,5,0,0,0,Hikaru Nakamura
Nf6,=,31,B,5,0,0,0,Magnus Carlsen
Qxe5,=,32,W,5,Q,p,0,Hikaru Nakamura
Qe8,=,32,B,5,0,0,0,Magnus Carlsen
Qf5+,=,33,W,5,0,0,1,Hikaru Nakamura
Qg6,=,33,B,5,0,0,0,Magnus Carlsen
e5,=,34,W,5,0,0,0,Hikaru Nakamura
Qxf5,=,34,B,5,Q,Q,0,Magnus Carlsen
Rxf5,=,35,W,5,R,Q,0,Hikaru Nakamura
Kg6,=,35,B,5,0,0,0,Magnus Carlsen
g4,=,36,W,5,0,0,0,Hikaru Nakamura
Nd7,=,36,B,5,0,0,0,Magnus Carlsen
e6,=,37,W,5,0,0,0,Hikaru Nakamura
Nb6,=,37,B,5,0,0,0,Magnus Carlsen
Ne2,=,38,W,5,0,0,0,Hikaru Nakamura
Nd5,=,38,B,5,0,0,0,Magnus Carlsen
e4,=,39,W,5,0,0,0,Hikaru Nakamura
Nc7,=,39,B,5,0,0,0,Magnus Carlsen
Nf4+,=,40,W,5,0,0,1,Hikaru Nakamura
Kh7,=,40,B,5,0,0,0,Magnus Carlsen
Rf7,=,41,W,5,0,0,0,Hikaru Nakamura
Nb5,=,41,B,5,0,0,0,Magnus Carlsen
Nh5,=,42,W,5,0,0,0,Hikaru Nakamura
e4,=,1,W,6,0,0,0,Magnus Carlsen
d6,=,1,B,6,0,0,0,Hikaru Nakamura
d4,=,2,W,6,0,0,0,Magnus Carlsen
g6,=,2,B,6,0,0,0,Hikaru Nakamura
