move,skill,turn,color,match
c5,=,11,B,31
c3,=,12,W,31
Nc6,=,12,B,31
Be3,=,13,W,31
Rc8,=,13,B,31
Kf1,=,14,W,31
Qb6,=,14,B,31
Kg2,=,15,W,31
Be7,=,15,B,31
a3,=,16,W,31
Qb5,=,16,B,31
Qd2,#e6912c,17,W,31
Nb6,#ee6b55,17,B,31
Rb1,#ee6b55,18,W,31
Nc4,=,18,B,31
Qc1,=,19,W,31
cxd4,=,19,B,31
cxd4,=,20,W,31
Kd7,=,20,B,31
a4,#b33430,21,W,31
Qb3,#ee6b55,21,B,31
Qc3,#e6912c,22,W,31
Qxc3,#ee6b55,22,B,31
bxc3,=,23,W,31
Rc7,=,23,B,31
Bg5,=,24,W,31
b6,#e6912c,24,B,31
Bxe7,=,25,W,31
Kxe7,=,25,B,31
Ne3,=,26,W,31
N6a5,=,26,B,31
Rhc1,=,27,W,31
Rhc8,=,27,B,31
Nd1,=,28,W,31
f6,=,28,B,31
exf6+,=,29,W,31
gxf6,=,29,B,31
Ne1,#e6912c,30,W,31
e5,=,30,B,31
Nd3,=,31,W,31
Nd2,#b33430,31,B,31
Rb2,#ee6b55,32,W,31
Nab3,=,32,B,31
dxe5,#b33430,33,W,31
Nxc1,=,33,B,31
exf6+,=,34,W,31
Kxf6,=,34,B,31
Nxc1,=,35,W,31
Nc4,=,35,B,31
Rc2,=,36,W,31
d4,=,36,B,31
Kg3,=,37,W,31
Na5,=,37,B,31
Nd3,=,38,W,31
dxc3,=,38,B,31
Nb4,=,39,W,31
Rd7,=,39,B,31
Nxc3,=,40,W,31
Kg7,=,40,B,31
f3,=,41,W,31
Rdc7,#e6912c,41,B,31
Nbd5,=,42,W,31
Rc5,=,42,B,31
Rb2,=,43,W,31
Nc4,#e6912c,43,B,31
Rb4,#ee6b55,44,W,31
a5,=,44,B,31
Rb1,=,45,W,31
Ne5,#e6912c,45,B,31
Rxb6,=,46,W,31
Rxc3,=,46,B,31
Nxc3,=,47,W,31
Rxc3,=,47,B,31
Kf4,=,48,W,31
Nxf3,=,48,B,31
g5,#e6912c,49,W,31
Nh4,#5c8bb0,49,B,31
Rb7+,=,50,W,31
Kf8,=,50,B,31
Rh7,=,51,W,31
Nf5,=,51,B,31
Ke5,=,52,W,31
Ne7,=,52,B,31
Kf6,=,53,W,31
Rf3+,=,53,B,31
Ke6,=,54,W,31
Re3+,=,54,B,31
Kf6,=,55,W,31
Ke8,=,55,B,31
Rh8+,=,56,W,31
Kd7,=,56,B,31
Ra8,=,57,W,31
Rf3+,#e6912c,57,B,31
Kg7,#5c8bb0,58,W,31
Rf5,=,58,B,31
Ra7+,#5c8bb0,59,W,31
Ke6,=,59,B,31
Ra6+,#5c8bb0,60,W,31
Ke5,=,60,B,31
h4,#e6912c,61,W,31
Nd5,#b33430,61,B,31
Rxa5,=,62,W,31
Rf4,=,62,B,31
Kxg6,=,63,W,31
Rxh4,=,63,B,31
Kg7,=,64,W,31
Rd4,=,64,B,31
g6,=,65,W,31
Rc4,=,65,B,31
Ra6,=,66,W,31
Rc7+,=,66,B,31
Kh6,=,67,W,31
Nf4,#e6912c,67,B,31
g7,#5c8bb0,68,W,31
Rc8,=,68,B,31
Ra5+,#e6912c,69,W,31
e4,=,1,W,32
g6,=,1,B,32
Nf3,=,2,W,32
Bg7,=,2,B,32
d4,=,3,W,32
d6,=,3,B,32
Bd3,=,4,W,32
Nf6,=,4,B,32
O-O,=,5,W,32
O-O,=,5,B,32
h3,=,6,W,32
Nc6,=,6,B,32
c3,=,7,W,32
e5,=,7,B,32
Re1,=,8,W,32
Re8,=,8,B,32
Nbd2,=,9,W,32
b6,=,9,B,32
Nf1,=,10,W,32
Bb7,=,10,B,32
Ng3,=,11,W,32
a6,=,11,B,32
Be3,=,12,W,32
h6,#e6912c,12,B,32
Qd2,=,13,W,32
Kh7,=,13,B,32
d5,=,14,W,32
Nb8,=,14,B,32
c4,=,15,W,32
Nbd7,=,15,B,32
b4,=,16,W,32
a5,=,16,B,32
a3,=,17,W,32
axb4,=,17,B,32
axb4,=,18,W,32
c5,=,18,B,32
bxc5,=,19,W,32
bxc5,=,19,B,32
Qc2,=,20,W,32
Qc7,=,20,B,32
Kh2,=,21,W,32
Rxa1,=,21,B,32
Rxa1,=,22,W,32
Ra8,=,22,B,32
Rxa8,=,23,W,32
Bxa8,=,23,B,32
Qa4,=,24,W,32
Bb7,=,24,B,32
Bd2,=,25,W,32
Nb6,=,25,B,32
Qa7,=,26,W,32
Nc8,=,26,B,32
Qa4,=,27,W,32
Qd7,=,27,B,32
Qa5,=,28,W,32
Bf8,=,28,B,32
Bc3,=,29,W,32
Be7,=,29,B,32
Nd2,=,30,W,32
Bd8,=,30,B,32
Qa1,=,31,W,32
Nb6,=,31,B,32
Bc2,=,32,W,32
Qc8,=,32,B,32
f4,=,33,W,32
exf4,=,33,B,32
Bxf6,=,34,W,32
fxg3+,=,34,B,32
Kxg3,=,35,W,32
Nd7,=,35,B,32
Bxd8,=,36,W,32
Qxd8,=,36,B,32
Nf3,#5c8bb0,37,W,32
Qe7,=,37,B,32
Qa7,=,38,W,32
Ne5,=,38,B,32
Kf2,=,39,W,32
Nxc4,=,39,B,32
Bd3,=,40,W,32
Nb2,=,40,B,32
Ba6,=,41,W,32
Nd1+,#5c8bb0,41,B,32
Kg1,=,42,W,32
Qxe4,#1baca6,42,B,32
Qxb7,=,43,W,32
Qe3+,#5c8bb0,43,B,32
Kh2,=,44,W,32
Qf4+,=,44,B,32
Kh1,#ee6b55,45,W,32
Nf2+,#5c8bb0,45,B,32
Kg1,=,46,W,32
Nxh3+,=,46,B,32
gxh3,=,47,W,32
Qg3+,=,47,B,32
Kf1,=,48,W,32
Qxf3+,=,48,B,32
Ke1,=,49,W,32
Qe3+,=,49,B,32
Be2,=,50,W,32
Qc1+,=,50,B,32
Kf2,=,51,W,32
Qf4+,=,51,B,32
Ke1,=,52,W,32
Qc1+,=,52,B,32
Kf2,=,53,W,32
Qf4+,=,53,B,32
Ke1,=,54,W,32
c4,#e6912c,54,B,32
Qb6,#ee6b55,55,W,32
c3,#5c8bb0,55,B,32
Qc6,=,56,W,32
Qd2+,=,56,B,32
Kf2,=,57,W,32
c2,=,57,B,32
Qc7,=,58,W,32
Qf4+,=,58,B,32
