move,skill,turn,color,match
e4,=,1,W,1
e5,=,1,B,1
Nf3,=,2,W,1
Nc6,=,2,B,1
d4,=,3,W,1
exd4,=,3,B,1
Nxd4,=,4,W,1
Nf6,=,4,B,1
Nc3,=,5,W,1
Bb4,=,5,B,1
Nxc6,=,6,W,1
bxc6,=,6,B,1
Bd3,=,7,W,1
O-O,=,7,B,1
O-O,=,8,W,1
d5,=,8,B,1
exd5,=,9,W,1
Bg4,=,9,B,1
f3,=,10,W,1
Bh5,#5c8bb0,10,B,1
dxc6,=,11,W,1
Qd4+,#5c8bb0,11,B,1
Kh1,=,12,W,1
Bxc3,=,12,B,1
bxc3,=,13,W,1
Qxc3,=,13,B,1
Rb1,=,14,W,1
Qxc6,=,14,B,1
Bb2,=,15,W,1
Bg6,=,15,B,1
Bxg6,=,16,W,1
hxg6,=,16,B,1
Qd3,=,17,W,1
Rfd8,=,17,B,1
Qc3,=,18,W,1
Qxc3,=,18,B,1
Bxc3,=,19,W,1
Nd5,=,19,B,1
Ba5,=,20,W,1
Ne3,=,20,B,1
Rfe1,=,21,W,1
Nxc2,=,21,B,1
Rec1,=,22,W,1
Ne3,=,22,B,1
Rxc7,=,23,W,1
Rab8,=,23,B,1
Rg1,=,24,W,1
a6,=,24,B,1
Re7,=,25,W,1
Re8,#e6912c,25,B,1
Rxe8+,=,26,W,1
Rxe8,=,26,B,1
Re1,#5c8bb0,27,W,1
Re6,=,27,B,1
Kg1,=,28,W,1
Re7,#e6912c,28,B,1
Bb4,#ee6b55,29,W,1
Rb7,#5c8bb0,29,B,1
Rxe3,=,30,W,1
Rxb4,=,30,B,1
Re8+,=,31,W,1
Kh7,=,31,B,1
Re4,=,32,W,1
Rb1+,=,32,B,1
Kf2,=,33,W,1
Rb2+,=,33,B,1
Re2,=,34,W,1
Rb4,=,34,B,1
Kg3,=,35,W,1
Ra4,=,35,B,1
Rd2,=,36,W,1
g5,=,36,B,1
Rc2,=,37,W,1
f6,=,37,B,1
Kh3,=,38,W,1
Kg6,=,38,B,1
g3,=,39,W,1
Kh6,=,39,B,1
Kg2,=,40,W,1
Kg6,=,40,B,1
Rd2,=,41,W,1
Kh6,=,41,B,1
Rc2,=,42,W,1
Kg6,=,42,B,1
Rd2,=,43,W,1
Kh6,=,43,B,1
Rc2,=,44,W,1
e4,=,1,W,2
d6,=,1,B,2
Nf3,=,2,W,2
g6,=,2,B,2
d4,=,3,W,2
Bg7,=,3,B,2
Bd3,=,4,W,2
Nf6,=,4,B,2
O-O,=,5,W,2
Nbd7,=,5,B,2
Re1,=,6,W,2
e5,=,6,B,2
c3,=,7,W,2
O-O,=,7,B,2
h3,=,8,W,2
Re8,=,8,B,2
Nbd2,=,9,W,2
b6,=,9,B,2
Nf1,=,10,W,2
Bb7,=,10,B,2
Ng3,=,11,W,2
exd4,#e6912c,11,B,2
cxd4,=,12,W,2
c5,=,12,B,2
d5,#5c8bb0,13,W,2
a6,#e6912c,13,B,2
a4,=,14,W,2
Rc8,=,14,B,2
Bf4,=,15,W,2
c4,=,15,B,2
Bc2,=,16,W,2
Nc5,=,16,B,2
Qd2,=,17,W,2
b5,=,17,B,2
axb5,=,18,W,2
axb5,=,18,B,2
Nd4,#e6912c,19,W,2
Qb6,#5c8bb0,19,B,2
Ngf5,#b33430,20,W,2
Nfxe4,=,20,B,2
Qe3,=,21,W,2
gxf5,#ee6b55,21,B,2
Nxf5,=,22,W,2
Bxb2,=,22,B,2
Bxe4,=,23,W,2
Rxe4,=,23,B,2
Qg3+,#5c8bb0,24,W,2
Kh8,#5c8bb0,24,B,2
Nxd6,=,25,W,2
Rf8,=,25,B,2
Nxe4,=,26,W,2
Nxe4,=,26,B,2
Be5+,#e6912c,27,W,2
f6,#5c8bb0,27,B,2
Rxe4,=,28,W,2
Bxe5,=,28,B,2
Rxe5,=,29,W,2
fxe5,=,29,B,2
Rb1,=,30,W,2
Qd4,=,30,B,2
Rxb5,=,31,W,2
Bxd5,=,31,B,2
Kh2,=,32,W,2
c3,=,32,B,2
Ra5,=,33,W,2
c2,=,33,B,2
Ra4,=,34,W,2
c1=Q,=,34,B,2
Rxd4,=,35,W,2
exd4,=,35,B,2
Qe5+,=,36,W,2
Kg8,=,36,B,2
Qxd5+,=,37,W,2
Rf7,=,37,B,2
Qd8+,=,38,W,2
Kg7,=,38,B,2
Qxd4+,=,39,W,2
Rf6,=,39,B,2
Qd7+,=,40,W,2
Kh6,=,40,B,2
Qa7,=,41,W,2
Qf4+,=,41,B,2
Kg1,=,42,W,2
Rc6,=,42,B,2
g3,=,43,W,2
Qf3,=,43,B,2
Kh2,=,44,W,2
Rf6,=,44,B,2
Kg1,=,45,W,2
Re6,=,45,B,2
Kh2,=,46,W,2
Re2,=,46,B,2
Qb6+,=,47,W,2
Kg7,=,47,B,2
Qc7+,=,48,W,2
Kf6,=,48,B,2
Qd6+,=,49,W,2
Kg7,=,49,B,2
Qd7+,=,50,W,2
Kg6,=,50,B,2
Qd6+,=,51,W,2
Kg7,=,51,B,2
Qd7+,=,52,W,2
Kg6,=,52,B,2
Qd6+,=,53,W,2
Kg7,#e6912c,53,B,2
e4,=,1,W,3
d5,=,1,B,3
Nc3,=,2,W,3
dxe4,=,2,B,3
Nxe4,=,3,W,3
Nf6,=,3,B,3
Nxf6+,=,4,W,3
exf6,=,4,B,3
g3,=,5,W,3
Bd6,=,5,B,3
Bg2,=,6,W,3
O-O,=,6,B,3
Ne2,=,7,W,3
Re8,=,7,B,3
O-O,=,8,W,3
Nc6,=,8,B,3
h3,=,9,W,3
Bf5,=,9,B,3
d3,=,10,W,3
Qd7,=,10,B,3
g4,=,11,W,3
Bg6,=,11,B,3
Nf4,=,12,W,3
Bxf4,=,12,B,3
Bxf4,=,13,W,3
Nd4,=,13,B,3
Be3,=,14,W,3
c6,=,14,B,3
Re1,=,15,W,3
f5,=,15,B,3
c3,=,16,W,3
Ne6,=,16,B,3
d4,=,17,W,3
f4,=,17,B,3
Bd2,=,18,W,3
h6,=,18,B,3
Qf3,=,19,W,3
Qd6,=,19,B,3
Re5,=,20,W,3
Ng5,#b33430,20,B,3
Qxf4,=,21,W,3
Rxe5,#e6912c,21,B,3
Qxe5,=,22,W,3
Qxe5,=,22,B,3
dxe5,=,23,W,3
Ne4,=,23,B,3
Be3,=,24,W,3
Rd8,=,24,B,3
f4,=,25,W,3
f5,=,25,B,3
exf6,=,26,W,3
Nxf6,=,26,B,3
f5,=,27,W,3
Bf7,=,27,B,3
b3,#e6912c,28,W,3
b6,#e6912c,28,B,3
c4,=,29,W,3
c5,=,29,B,3
Re1,=,30,W,3
Rd3,=,30,B,3
Kf2,=,31,W,3
a5,=,31,B,3
Ke2,=,32,W,3
Rd7,=,32,B,3
Rd1,=,33,W,3
e4,=,1,W,4
d6,=,1,B,4
d4,=,2,W,4
g6,=,2,B,4
Nc3,=,3,W,4
Bg7,=,3,B,4
Be3,=,4,W,4
Nf6,=,4,B,4
f3,=,5,W,4
c6,=,5,B,4
Qd2,=,6,W,4
b5,=,6,B,4
Bd3,=,7,W,4
Nbd7,=,7,B,4
Nh3,=,8,W,4
e5,=,8,B,4
dxe5,=,9,W,4
dxe5,#e6912c,9,B,4
Nf2,=,10,W,4
O-O,=,10,B,4
a4,=,11,W,4
b4,=,11,B,4
Ne2,=,12,W,4
a5,=,12,B,4
O-O,=,13,W,4
Qe7,=,13,B,4
Rfd1,=,14,W,4
Nc5,=,14,B,4
Bc4,=,15,W,4
Nfd7,#e6912c,15,B,4
Qd6,#5c8bb0,16,W,4
Qxd6,=,16,B,4
Rxd6,=,17,W,4
Re8,=,17,B,4
Rxc6,=,18,W,4
Bf8,=,18,B,4
Rd1,=,19,W,4
Nxa4,=,19,B,4
Bb5,#e6912c,20,W,4
Nac5,#e6912c,20,B,4
Bxc5,#ee6b55,21,W,4
Nxc5,=,21,B,4
Rd5,#e6912c,22,W,4
Ne6,=,22,B,4
b3,=,23,W,4
Bb7,#5c8bb0,23,B,4
Rxe5,=,24,W,4
Reb8,=,24,B,4
Rb6,=,25,W,4
Bc5,#ee6b55,25,B,4
Rbxe6,#5c8bb0,26,W,4
Bxf2+,=,26,B,4
Kxf2,=,27,W,4
fxe6,=,27,B,4
Bc4,=,28,W,4
Bc8,=,28,B,4
Nd4,=,29,W,4
Rb6,=,29,B,4
Nxe6,=,30,W,4
Bxe6,=,30,B,4
Bxe6+,=,31,W,4
Kg7,=,31,B,4
Bc4,#5c8bb0,32,W,4
Ra7,=,32,B,4
Ke3,=,33,W,4
Rc6,=,33,B,4
Bd3,=,34,W,4
a4,#e6912c,34,B,4
bxa4,#5c8bb0,35,W,4
Rxa4,=,35,B,4
Rb5,=,36,W,4
Rc7,=,36,B,4
f4,=,37,W,4
Rd7,#e6912c,37,B,4
g4,=,38,W,4
Rc7,=,38,B,4
h4,=,39,W,4
Ra3,=,39,B,4
f5,#e6912c,40,W,4
Rxc2,=,40,B,4
Rb7+,=,41,W,4
Kf6,#b33430,41,B,4
Kd4,#5c8bb0,42,W,4
Rxd3+,=,42,B,4
Kxd3,=,43,W,4
Rg2,=,43,B,4
g5+,=,44,W,4
Ke5,=,44,B,4
Re7+,=,45,W,4
Kd6,=,45,B,4
f6,=,46,W,4
b3,=,46,B,4
Rb7,=,47,W,4
b2,=,47,B,4
Kc3,=,48,W,4
Rg4,=,48,B,4
Rxb2,=,49,W,4
Rxe4,=,49,B,4
Rb8,=,50,W,4
Rf4,=,50,B,4
Rh8,=,51,W,4
Ke6,=,51,B,4
Rxh7,=,52,W,4
Ra4,=,52,B,4
Re7+,=,53,W,4
Kd5,=,53,B,4
Rg7,=,54,W,4
Rxh4,=,54,B,4
Rxg6,=,55,W,4
Rf4,=,55,B,4
Rg8,=,56,W,4
Ke6,=,56,B,4
Re8+,=,57,W,4
Kd6,=,57,B,4
g6,=,58,W,4
Rf3+,=,58,B,4
Kd4,=,59,W,4
Rxf6,=,59,B,4
Ke3,#ee6b55,60,W,4
Rf4,#b33430,60,B,4
Kxf4,=,61,W,4
Kd7,=,61,B,4
Re5,=,62,W,4
e4,=,1,W,5
e5,=,1,B,5
Nc3,=,2,W,5
Nc6,=,2,B,5
Bc4,=,3,W,5
Bc5,=,3,B,5
d3,=,4,W,5
d6,=,4,B,5
Nf3,=,5,W,5
Be6,=,5,B,5
Bb3,=,6,W,5
Nf6,=,6,B,5
O-O,=,7,W,5
h6,=,7,B,5
Be3,=,8,W,5
Bxe3,=,8,B,5
fxe3,=,9,W,5
Qd7,=,9,B,5
Nh4,=,10,W,5
Ne7,=,10,B,5
Qf3,=,11,W,5
c6,=,11,B,5
Qg3,=,12,W,5
Nh5,=,12,B,5
Qf3,=,13,W,5
Nf6,=,13,B,5
Qg3,=,14,W,5
Nh5,=,14,B,5
Qf2,=,15,W,5
Nf6,=,15,B,5
d4,=,16,W,5
O-O,=,16,B,5
Rad1,=,17,W,5
Qc7,=,17,B,5
Qg3,=,18,W,5
Nh5,=,18,B,5
Qf3,=,19,W,5
Nf6,#e6912c,19,B,5
Qg3,#ee6b55,20,W,5
Nh5,=,20,B,5
Qf3,=,21,W,5
Nf6,#e6912c,21,B,5
Bxe6,=,22,W,5
fxe6,=,22,B,5
Qh3,=,23,W,5
Qc8,=,23,B,5
dxe5,#5c8bb0,24,W,5
dxe5,=,24,B,5
Nf3,=,25,W,5
Ng6,=,25,B,5
Qg3,=,26,W,5
Kh7,=,26,B,5
Nxe5,=,27,W,5
Nxe5,=,27,B,5
Qxe5,=,28,W,5
Ng4,=,28,B,5
Qg3,=,29,W,5
Rxf1+,=,29,B,5
Rxf1,=,30,W,5
e5,=,30,B,5
h3,=,31,W,5
Nf6,=,31,B,5
Qxe5,=,32,W,5
Qe8,=,32,B,5
Qf5+,=,33,W,5
Qg6,=,33,B,5
e5,=,34,W,5
Qxf5,=,34,B,5
Rxf5,=,35,W,5
Kg6,=,35,B,5
g4,=,36,W,5
Nd7,=,36,B,5
e6,=,37,W,5
Nb6,=,37,B,5
Ne2,=,38,W,5
Nd5,=,38,B,5
e4,=,39,W,5
Nc7,=,39,B,5
Nf4+,=,40,W,5
Kh7,=,40,B,5
Rf7,=,41,W,5
Nb5,=,41,B,5
Nh5,=,42,W,5
e4,=,1,W,6
d6,=,1,B,6
d4,=,2,W,6
g6,=,2,B,6
Nf3,=,3,W,6
Bg7,=,3,B,6
Bc4,=,4,W,6
Nf6,=,4,B,6
Qe2,=,5,W,6
c6,=,5,B,6
Bb3,=,6,W,6
a5,=,6,B,6
a4,=,7,W,6
O-O,=,7,B,6
h3,=,8,W,6
e5,=,8,B,6
dxe5,=,9,W,6
dxe5,=,9,B,6
O-O,=,10,W,6
Qe7,=,10,B,6
Na3,=,11,W,6
Be6,#e6912c,11,B,6
Bxe6,=,12,W,6
Qxe6,=,12,B,6
Re1,=,13,W,6
Nbd7,=,13,B,6
Qc4,=,14,W,6
Rfe8,=,14,B,6
Be3,#e6912c,15,W,6
Qxc4,#5c8bb0,15,B,6
Nxc4,=,16,W,6
Nxe4,=,16,B,6
Rad1,=,17,W,6
Ndc5,=,17,B,6
Nb6,=,18,W,6
Ra6,=,18,B,6
Nd7,#ee6b55,19,W,6
Nxa4,=,19,B,6
Bc1,=,20,W,6
Nac5,=,20,B,6
Nfxe5,=,21,W,6
Bxe5,=,21,B,6
Nxe5,=,22,W,6
Rxe5,=,22,B,6
Rd8+,=,23,W,6
Kg7,=,23,B,6
f3,=,24,W,6
Rd5,=,24,B,6
Rxd5,=,25,W,6
cxd5,=,25,B,6
Be3,=,26,W,6
Rc6,=,26,B,6
Bd4+,=,27,W,6
f6,=,27,B,6
fxe4,=,28,W,6
dxe4,=,28,B,6
Bxc5,=,29,W,6
Rxc5,=,29,B,6
Rxe4,=,30,W,6
Kf7,=,30,B,6
b4,=,31,W,6
axb4,#5c8bb0,31,B,6
Rxb4,=,32,W,6
b5,=,32,B,6
Rb2,=,33,W,6
Ke6,=,33,B,6
Ra2,=,34,W,6
Kd5,=,34,B,6
Kf2,=,35,W,6
Kc4,=,35,B,6
Ra3,=,36,W,6
Kb4,=,36,B,6
Rb3+,=,37,W,6
Ka4,=,37,B,6
Rb2,=,38,W,6
b4,=,38,B,6
Ra2+,=,39,W,6
Kb5,=,39,B,6
Ke3,=,40,W,6
Rc3+,=,40,B,6
Kd4,=,41,W,6
Rg3,=,41,B,6
Rb2,=,42,W,6
f5,=,42,B,6
c4+,=,43,W,6
Ka4,=,43,B,6
c5,=,44,W,6
Ka3,=,44,B,6
Re2,=,45,W,6
b3,=,45,B,6
c6,=,46,W,6
b2,#5c8bb0,46,B,6
c7,=,47,W,6
b1=Q,=,47,B,6
c8=Q,=,48,W,6
Qd3+,=,48,B,6
Ke5,=,49,W,6
Qxe2+,=,49,B,6
Kf6,=,50,W,6
Qb2+,=,50,B,6
Kf7,=,51,W,6
Qb3+,=,51,B,6
Kg7,=,52,W,6
Rc3,=,52,B,6
Qa8+,=,53,W,6
Kb2,=,53,B,6
e4,=,1,W,7
Nf6,=,1,B,7
Nc3,=,2,W,7
d5,=,2,B,7
e5,=,3,W,7
Ne4,=,3,B,7
Nce2,=,4,W,7
f6,=,4,B,7
exf6,#e6912c,5,W,7
exf6,=,5,B,7
d4,#e6912c,6,W,7
Bd6,#ee6b55,6,B,7
g3,#ee6b55,7,W,7
O-O,=,7,B,7
Bg2,=,8,W,7
Re8,=,8,B,7
Nf3,=,9,W,7
Nd7,=,9,B,7
O-O,=,10,W,7
c6,=,10,B,7
b3,=,11,W,7
Nf8,=,11,B,7
c4,=,12,W,7
Bf5,=,12,B,7
Bb2,=,13,W,7
Qd7,=,13,B,7
Rc1,=,14,W,7
Bh3,=,14,B,7
cxd5,=,15,W,7
cxd5,=,15,B,7
Nc3,=,16,W,7
Nxc3,=,16,B,7
Rxc3,=,17,W,7
Bxg2,=,17,B,7
Kxg2,=,18,W,7
Ng6,=,18,B,7
Qd2,#b33430,19,W,7
Qg4,#ee6b55,19,B,7
h3,=,20,W,7
Qf5,=,20,B,7
Qd3,=,21,W,7
Qxd3,=,21,B,7
Rxd3,=,22,W,7
Rac8,=,22,B,7
Rfd1,=,23,W,7
Re2,=,23,B,7
R3d2,=,24,W,7
Rxd2,=,24,B,7
Rxd2,=,25,W,7
Kf7,=,25,B,7
Re2,=,26,W,7
Ne7,=,26,B,7
Ne1,=,27,W,7
g5,=,27,B,7
Rc2,=,28,W,7
h5,=,28,B,7
Rxc8,=,29,W,7
Nxc8,=,29,B,7
g4,=,30,W,7
h4,=,30,B,7
Nc2,=,31,W,7
Ne7,=,31,B,7
Ne3,=,32,W,7
Ke6,=,32,B,7
Kf3,=,33,W,7
Ng6,=,33,B,7
Ng2,=,34,W,7
Bf4,=,34,B,7
Bc3,=,35,W,7
b5,=,35,B,7
a4,=,36,W,7
a6,=,36,B,7
Ke2,=,37,W,7
Bd6,=,37,B,7
Kd3,=,38,W,7
f5,=,38,B,7
f3,#5c8bb0,39,W,7
Bg3,=,39,B,7
Bd2,=,40,W,7
f4,=,40,B,7
Ba5,=,41,W,7
Ne7,=,41,B,7
Bd8,#e6912c,42,W,7
Kd7,#ee6b55,42,B,7
Bxe7,=,43,W,7
Kxe7,=,43,B,7
axb5,#5c8bb0,44,W,7
axb5,=,44,B,7
Ke2,=,45,W,7
b4,=,45,B,7
Ne1,=,46,W,7
Bxe1,=,46,B,7
Kxe1,=,47,W,7
Kd6,=,47,B,7
Ke2,=,48,W,7
Kc6,=,48,B,7
Kd3,=,49,W,7
Kd6,=,49,B,7
Kd2,=,50,W,7
Kc6,=,50,B,7
Kd1,=,51,W,7
Kd6,=,51,B,7
Kc1,=,52,W,7
Kc6,=,52,B,7
Kc2,=,53,W,7
Kd6,=,53,B,7
Kb2,=,54,W,7
Kc6,=,54,B,7
Kb1,=,55,W,7
Kd6,=,55,B,7
Ka2,=,56,W,7
Kc6,=,56,B,7
Ka1,=,57,W,7
Kd6,=,57,B,7
Kb1,=,58,W,7
Kc6,=,58,B,7
Kc1,=,59,W,7
Kd6,=,59,B,7
Kd1,=,60,W,7
Kc6,=,60,B,7
Ke1,=,61,W,7
Kd6,=,61,B,7
Kf1,=,62,W,7
Kc6,=,62,B,7
Kg1,=,63,W,7
Kd6,=,63,B,7
Kh1,=,64,W,7
Kc6,=,64,B,7
Kh2,=,65,W,7
Kd6,=,65,B,7
Kg2,=,66,W,7
Kc6,=,66,B,7
Kf2,=,67,W,7
Kd6,=,67,B,7
Ke2,=,68,W,7
Kc6,=,68,B,7
Kd2,=,69,W,7
Kd6,=,69,B,7
Kd1,=,70,W,7
Kc6,=,70,B,7
Ke1,=,71,W,7
Kd6,=,71,B,7
e4,=,1,W,8
d6,=,1,B,8
d4,=,2,W,8
g6,=,2,B,8
Nc3,=,3,W,8
Bg7,=,3,B,8
f4,=,4,W,8
a6,=,4,B,8
Nf3,=,5,W,8
b5,=,5,B,8
Bd3,=,6,W,8
Nd7,=,6,B,8
Be3,=,7,W,8
Bb7,=,7,B,8
e5,=,8,W,8
Nh6,=,8,B,8
Be4,=,9,W,8
Qc8,=,9,B,8
Qd3,=,10,W,8
Nb6,=,10,B,8
O-O,#b33430,11,W,8
Nc4,#ee6b55,11,B,8
b3,=,12,W,8
Nxe3,=,12,B,8
Qxe3,=,13,W,8
Nf5,=,13,B,8
Qf2,=,14,W,8
b4,=,14,B,8
Nd5,=,15,W,8
e6,=,15,B,8
Bxf5,=,16,W,8
Bxd5,=,16,B,8
Bd3,=,17,W,8
O-O,=,17,B,8
Rae1,=,18,W,8
c5,=,18,B,8
dxc5,=,19,W,8
dxc5,=,19,B,8
Be4,=,20,W,8
c4,=,20,B,8
Bxd5,=,21,W,8
exd5,=,21,B,8
Rd1,=,22,W,8
Rd8,=,22,B,8
Rfe1,=,23,W,8
Bf8,=,23,B,8
Kh1,=,24,W,8
Bc5,#e6912c,24,B,8
Qh4,=,25,W,8
Qc7,=,25,B,8
Ng5,=,26,W,8
h5,=,26,B,8
f5,=,27,W,8
d4,=,27,B,8
e6,=,28,W,8
f6,=,28,B,8
Nf7,=,29,W,8
Kg7,=,29,B,8
Nxd8,=,30,W,8
Rxd8,=,30,B,8
fxg6,=,31,W,8
Rd5,=,31,B,8
bxc4,=,32,W,8
Rg5,=,32,B,8
Qe4,=,33,W,8
Re5,=,33,B,8
Qf3,=,34,W,8
a5,=,34,B,8
Rxe5,=,35,W,8
Qxe5,=,35,B,8
Qd5,=,36,W,8
Qe2,=,36,B,8
Rg1,=,37,W,8
d3,=,37,B,8
Qxc5,=,38,W,8
dxc2,=,38,B,8
Qe7+,=,39,W,8
Kxg6,=,39,B,8
Qf7+,=,40,W,8
Kf5,=,40,B,8
e7,=,41,W,8
Qd1,=,41,B,8
e8=Q,=,42,W,8
Qxg1+,=,42,B,8
Kxg1,=,43,W,8
c1=Q+,=,43,B,8
Kf2,=,44,W,8
Qf4+,=,44,B,8
Ke2,=,45,W,8
Qxc4+,=,45,B,8
Kd2,=,46,W,8
Qc3+,=,46,B,8
Ke2,=,47,W,8
Qc4+,=,47,B,8
Qxc4,=,48,W,8
e4,=,1,W,9
e6,=,1,B,9
Nc3,=,2,W,9
d5,=,2,B,9
Nf3,=,3,W,9
Nf6,=,3,B,9
d3,=,4,W,9
dxe4,=,4,B,9
Nxe4,=,5,W,9
Nxe4,=,5,B,9
dxe4,=,6,W,9
Qxd1+,=,6,B,9
Kxd1,=,7,W,9
b6,=,7,B,9
Be3,=,8,W,9
Bb7,=,8,B,9
Nd2,=,9,W,9
Nd7,=,9,B,9
f3,=,10,W,9
Bc5,=,10,B,9
Bxc5,=,11,W,9
Nxc5,=,11,B,9
c3,=,12,W,9
Ke7,=,12,B,9
Kc2,=,13,W,9
Rad8,=,13,B,9
Re1,=,14,W,9
g5,=,14,B,9
Nb3,=,15,W,9
Nxb3,=,15,B,9
axb3,=,16,W,9
a5,=,16,B,9
Bd3,=,17,W,9
h5,=,17,B,9
h4,=,18,W,9
g4,=,18,B,9
fxg4,=,19,W,9
hxg4,=,19,B,9
g3,=,20,W,9
Rh5,=,20,B,9
Rhf1,=,21,W,9
Re5,=,21,B,9
Rf4,=,22,W,9
Rg8,=,22,B,9
Ref1,=,23,W,9
Rg7,=,23,B,9
Kd2,=,24,W,9
b5,#e6912c,24,B,9
b4,=,25,W,9
axb4,#e6912c,25,B,9
cxb4,=,26,W,9
c5,=,26,B,9
bxc5,=,27,W,9
Rxc5,=,27,B,9
b4,=,28,W,9
Re5,=,28,B,9
Ke3,#e6912c,29,W,9
f5,#5c8bb0,29,B,9
Kd4,=,30,W,9
Kf6,#5c8bb0,30,B,9
exf5,=,31,W,9
Rd7+,#e6912c,31,B,9
Kc3,=,32,W,9
Re3,#e6912c,32,B,9
fxe6+,#5c8bb0,33,W,9
Kxe6,=,33,B,9
Rf6+,#5c8bb0,34,W,9
Ke7,=,34,B,9
Rf7+,#5c8bb0,35,W,9
Kd8,=,35,B,9
Rxd7+,=,36,W,9
Kxd7,=,36,B,9
Rf7+,=,37,W,9
Kc8,=,37,B,9
h5,=,38,W,9
Rxg3,=,38,B,9
Kd4,#5c8bb0,39,W,9
Rh3,=,39,B,9
Bf5+,=,40,W,9
Kb8,=,40,B,9
Rh7,#5c8bb0,41,W,9
Rh4,=,41,B,9
Be4,#e6912c,42,W,9
g3,#b33430,42,B,9
Rxb7+,=,43,W,9
d4,=,1,W,10
d6,=,1,B,10
c4,=,2,W,10
Nf6,=,2,B,10
Nc3,=,3,W,10
g6,=,3,B,10
Nf3,=,4,W,10
Bg7,=,4,B,10
g3,=,5,W,10
O-O,=,5,B,10
Bg2,=,6,W,10
Nc6,=,6,B,10
O-O,=,7,W,10
e5,=,7,B,10
dxe5,=,8,W,10
dxe5,=,8,B,10
Bg5,=,9,W,10
Qxd1,=,9,B,10
Rfxd1,=,10,W,10
h6,=,10,B,10
Bxf6,=,11,W,10
Bxf6,=,11,B,10
Nd5,=,12,W,10
Bd8,=,12,B,10
Nd2,=,13,W,10
Re8,=,13,B,10
Ne4,=,14,W,10
Kg7,=,14,B,10
e3,=,15,W,10
f5,=,15,B,10
Nec3,=,16,W,10
Ne7,=,16,B,10
Nb5,=,17,W,10
Nxd5,#5c8bb0,17,B,10
cxd5,=,18,W,10
a6,=,18,B,10
Nxc7,=,19,W,10
Bxc7,=,19,B,10
d6,#5c8bb0,20,W,10
Bxd6,#e6912c,20,B,10
Rxd6,=,21,W,10
Re7,=,21,B,10
Rd8,=,22,W,10
Rd7,#e6912c,22,B,10
Rd1,#ee6b55,23,W,10
Rxd1+,=,23,B,10
Rxd1,=,24,W,10
Be6,#5c8bb0,24,B,10
a3,=,25,W,10
e4,=,25,B,10
Rd6,=,26,W,10
Kf7,=,26,B,10
Rb6,=,27,W,10
Bd5,=,27,B,10
g4,=,28,W,10
Rc8,=,28,B,10
h3,=,29,W,10
fxg4,=,29,B,10
hxg4,=,30,W,10
Bc6,=,30,B,10
Rb4,=,31,W,10
Re8,=,31,B,10
Kh2,=,32,W,10
g5,=,32,B,10
Kg3,=,33,W,10
Kf6,=,33,B,10
Rd4,=,34,W,10
Ke5,=,34,B,10
b4,=,35,W,10
Re6,=,35,B,10
Bf1,=,36,W,10
Rd6,=,36,B,10
Rxd6,=,37,W,10
Kxd6,=,37,B,10
Bc4,=,38,W,10
Ke5,=,38,B,10
Bb3,=,39,W,10
Bd7,=,39,B,10
Bc4,=,40,W,10
Be6,=,40,B,10
Be2,=,41,W,10
Bb3,=,41,B,10
f4+,=,42,W,10
exf3,=,42,B,10
Bxf3,=,43,W,10
b6,=,43,B,10
Be2,=,44,W,10
a5,=,44,B,10
bxa5,=,45,W,10
bxa5,=,45,B,10
Kf2,#e6912c,46,W,10
Bd5,#ee6b55,46,B,10
Bd3,=,47,W,10
Be6,=,47,B,10
Kf3,=,48,W,10
Kd5,=,48,B,10
Bb1,=,49,W,10
Kc5,=,49,B,10
Bd3,=,50,W,10
Bd5+,=,50,B,10
Kf2,=,51,W,10
Bc6,=,51,B,10
Kg3,=,52,W,10
Bd7,=,52,B,10
Kf3,=,53,W,10
Bc6+,=,53,B,10
Kg3,=,54,W,10
Be8,=,54,B,10
Kf3,=,55,W,10
Kd5,=,55,B,10
Kg3,=,56,W,10
Ke5,=,56,B,10
Kf3,=,57,W,10
Bd7,=,57,B,10
Kg3,=,58,W,10
Bc6,=,58,B,10
Kf2,=,59,W,10
Bd5,=,59,B,10
Kg3,=,60,W,10
Bf7,=,60,B,10
Kf2,=,61,W,10
h5,=,61,B,10
gxh5,=,62,W,10
Bxh5,=,62,B,10
Kg3,=,63,W,10
Be8,=,63,B,10
Kg4,=,64,W,10
Kf6,=,64,B,10
e4,=,65,W,10
Bd7+,=,65,B,10
Kh5,=,66,W,10
g4,=,66,B,10
Kh4,#5c8bb0,67,W,10
Ke5,=,67,B,10
Kg3,#5c8bb0,68,W,10
Kd4,=,68,B,10
Be2,=,69,W,10
Kxe4,=,69,B,10
Bxg4,=,70,W,10
Be8,=,70,B,10
Be6,=,71,W,10
Kd4,=,71,B,10
Kf4,=,72,W,10
Kc3,=,72,B,10
Ke3,=,73,W,10
Kb2,=,73,B,10
Kd2,=,74,W,10
Kxa3,=,74,B,10
Kc3,=,75,W,10
Bc6,=,75,B,10
Bc4,=,76,W,10
Bd7,=,76,B,10
Bb3,=,77,W,10
Bb5,=,77,B,10
Bc2,=,78,W,10
Bf1,=,78,B,10
Kd2,=,79,W,10
Bg2,=,79,B,10
Kc1,=,80,W,10
Kb4,=,80,B,10
Kb1,=,81,W,10
Bc6,=,81,B,10
Ka1,=,82,W,10
Ba4,=,82,B,10
Bb1,=,83,W,10
Bb3,=,83,B,10
Bc2,=,84,W,10
Bc4,=,84,B,10
Bb1,=,85,W,10
